# fluera-phrases v2 lang=en built=2026-05-20 sha256=fbbf5185bf722d7d63a39380eefa36f18f85fc8cd2fa8be74a72cc4610c38621 rows=15501
phrase	domains	kind
fetomaternal transfusion	med	medical
fever of unknown origin	med	medical
fiber optic technology	med	medical
fibric acids	med	medical
fibrillar collagens	med	medical
fibrin clot lysis time	med	medical
fibrin fibrinogen degradation products	med	medical
fibrin foam	med	medical
fibrin modulating agents	med	medical
fibrin tissue adhesive	med	medical
fibrinogen receptors	med	medical
fibrinolytic agents	med	medical
fibroblast growth factor receptors	med	medical
fibroblast growth factors	med	medical
fibrocystic breast disease	med	medical
fibroepithelial neoplasms	med	medical
fibromuscular dysplasia	med	medical
fibronectin receptors	med	medical
fibronectin type iii domain	med	medical
fibrous dysplasia of bone	med	medical
fibrous tissue neoplasms	med	medical
fibula fractures	med	medical
fictional work	med	medical
fictional works as topic	med	medical
fiducial markers	med	medical
field flow fractionation	med	medical
figlu test	med	medical
figural aftereffect	med	medical
filaggrin proteins	med	medical
filarial elephantiasis	med	medical
film dosimetry	med	medical
filoviridae infections	med	medical
filtering surgery	med	medical
fimbriae proteins	med	medical
fin whale	med	medical
financial audit	med	medical
financial management	law,med	legal
financial risk sharing	med	medical
financial statements	med	medical
financial stress	med	medical
financial support	med	medical
finger injuries	med	medical
finger joint	med	medical
finger phalanges	med	medical
fingolimod hydrochloride	med	medical
finite element analysis	med	medical
fire ants	med	medical
fire extinguishing systems	med	medical
firefly luciferases	med	medical
firefly luciferin	med	medical
firesetting behavior	med	medical
first aid	med	medical
first generation cephalosporins	med	medical
first labor stage	med	medical
first pregnancy trimester	med	medical
fiscal policy	med	medical
fish diseases	med	medical
fish flour	med	medical
fish oils	med	medical
fish products	med	medical
fish proteins	med	medical
fish skates	med	medical
fish venoms	med	medical
fissure in ano	med	medical
fissured tongue	med	medical
fitness centers	med	medical
fitness trackers	med	medical
fixed orthodontic appliances	med	medical
flail chest	med	medical
flame ionization	med	medical
flame retardants	med	medical
flank pain	med	medical
flap endonucleases	med	medical
flavin mononucleotide	med	medical
flaviviridae infections	med	medical
flavivirus infections	med	medical
flavobacteriaceae infections	med	medical
flavoring agents	med	medical
flea infestations	med	medical
flexural strength	med	medical
flicker fusion	med	medical
flighted spongy moth complex	med	medical
flocculation tests	med	medical
floors and floorcoverings	med	medical
flow cytometry	med	medical
flow injection analysis	med	medical
flower essences	med	medical
flowering tops	med	medical
flufenamic acid	med	medical
fluid shifts	med	medical
fluid therapy	med	medical
fluid waste disposal	med	medical
fluids and secretions	med	medical
fluocinolone acetonide	med	medical
fluorescein angiography	med	medical
fluorescence in situ hybridization	med	medical
fluorescence microscopy	med	medical
fluorescence polarization	med	medical
fluorescence polarization immunoassay	med	medical
fluorescence recovery after photobleaching	med	medical
fluorescence resonance energy transfer	med	medical
fluorescence spectrometry	med	medical
fluorescent antibody technique	med	medical
fluorescent chemosensor compounds	med	medical
fluorescent dyes	med	medical
fluoride poisoning	med	medical
fluoride treatment	med	medical
fluorinated hydrocarbons	med	medical
fluorinated steroids	med	medical
fluorine compounds	med	medical
fluorine radioisotopes	med	medical
fluorocarbon polymers	med	medical
flurogestone acetate	med	medical
fmn reductase	med	medical
fms genes	med	medical
foam cells	med	medical
focal adhesions	med	medical
focal cortical dysplasia	med	medical
focal dermal hypoplasia	med	medical
focal epithelial hyperplasia	med	medical
focal facial dermal dysplasias	med	medical
focal infection	med	medical
focal nodular hyperplasia	med	medical
focal segmental glomerulosclerosis	med	medical
focus groups	med	medical
fodmap diet	med	medical
folic acid	med	medical
folic acid antagonists	med	medical
folic acid deficiency	med	medical
folic acid transporters	med	medical
follicle stimulating hormone	med	medical
follicular adenocarcinoma	med	medical
follicular atresia	med	medical
follicular cyst	med	medical
follicular dendritic cell sarcoma	med	medical
follicular dendritic cells	med	medical
follicular fluid	med	medical
follicular lymphoma	med	medical
follicular mucinosis	med	medical
follicular phase	med	medical
fontan procedure	med	medical
food addiction	med	medical
food additives	med	medical
food analysis	med	medical
food and beverages	med	medical
food assistance	med	medical
food chain	med	medical
food coloring agents	med	medical
food contamination	med	medical
food deprivation	med	medical
food deserts	med	medical
food fussiness	med	medical
food handling	med	medical
food hypersensitivity	med	medical
food industry	med	medical
food ingredients	med	medical
food insecurity	med	medical
food inspection	med	medical
food intolerance	med	medical
food irradiation	med	medical
food labeling	med	medical
food legislation	med	medical
food loss and waste	med	medical
food microbiology	med	medical
food packaging	med	medical
food parasitology	med	medical
food preferences	med	medical
food preservation	med	medical
food preservatives	med	medical
food quality	med	medical
food safety	med	medical
food security	med	medical
food services	med	medical
food storage	med	medical
food supply	med	medical
food technology	med	medical
foodborne diseases	med	medical
foot bones	med	medical
foot deformities	med	medical
foot dermatoses	med	medical
foot diseases	med	medical
foot injuries	med	medical
foot joints	med	medical
foot orthoses	med	medical
foot rot	med	medical
foot ulcer	med	medical
foramen magnum	med	medical
foramen ovale	med	medical
forced expiratory flow rates	med	medical
forced expiratory volume	med	medical
forearm injuries	med	medical
foreign bodies	med	medical
foreign medical graduates	med	medical
foreign professional personnel	med	medical
forensic anthropology	med	medical
forensic ballistics	med	medical
forensic dentistry	med	medical
forensic entomology	med	medical
forensic genetics	med	medical
forensic imaging	med	medical
forensic medicine	med	medical
forensic microbiology	med	medical
forensic nursing	med	medical
forensic pathology	med	medical
forensic psychiatry	med	medical
forensic psychology	med	medical
forensic sciences	med	medical
forensic toxicology	med	medical
forest therapy	med	medical
forkhead transcription factors	med	medical
form perception	med	medical
formal social control	med	medical
formate dehydrogenases	med	medical
formative feedback	med	medical
formic acid esters	med	medical
formiminoglutamic acid	med	medical
formoterol fumarate	med	medical
forms and records control	med	medical
forms as topic	med	medical
formularies as topic	med	medical
formulated food	med	medical
formyl peptide receptors	med	medical
forssman antigen	med	medical
fortified food	med	medical
fos genes	med	medical
fossil fuels	med	medical
foster child	med	medical
foster home care	med	medical
founder effect	med	medical
fourier analysis	med	medical
fourier transform infrared spectroscopy	med	medical
fournier gangrene	med	medical
fourth ventricle	med	medical
fovea centralis	med	medical
foveomacular retinitis	med	medical
fowlpox virus	med	medical
fractional precipitation	med	medical
fracture dislocation	med	medical
fracture fixation	med	medical
fracture healing	med	medical
frail elderly	med	medical
frameshift mutation	med	medical
francisella tularensis	med	medical
fraser syndrome	med	medical
frasier syndrome	med	medical
fraudulent transfer	law	legal
free association	med	medical
free radical scavengers	med	medical
free radicals	med	medical
free tissue flaps	med	medical
freedom of movement	med	medical
freedom of religion	med	medical
freeze drying	med	medical
freeze etching	med	medical
freeze fracturing	med	medical
freeze substitution	med	medical
french guiana	med	medical
french revolution	med	medical
fresh water	med	medical
freshwater biology	med	medical
freudian theory	med	medical
freund's adjuvant	med	medical
friedreich ataxia	med	medical
friend murine leukemia virus	med	medical
frizzled receptors	med	medical
frontal bone	med	medical
frontal lobe	med	medical
frontal lobe epilepsy	med	medical
frontal sinus	med	medical
frontal sinusitis	med	medical
frontline workers	med	medical
frontotemporal dementia	med	medical
frontotemporal lobar degeneration	med	medical
frozen foods	med	medical
frozen sections	med	medical
fructose intolerance	med	medical
fructuronate reductase	med	medical
fruit and vegetable juices	med	medical
fruit proteins	med	medical
fsh receptors	med	medical
fuel oils	med	medical
fukushima nuclear accident	med	medical
fumarate hydratase	med	medical
functional colonic diseases	med	medical
functional food	med	medical
functional hearing loss	med	medical
functional laterality	med	medical
functional medicine	med	medical
functional neuroimaging	med	medical
functional orthodontic appliances	med	medical
functional residual capacity	med	medical
functional status	med	medical
fund raising	med	medical
fundulus heteroclitus	med	medical
fundus oculi	med	medical
funeral homes	med	medical
funeral rites	med	medical
funeral sermon	med	medical
fungal antibodies	med	medical
fungal antigens	med	medical
fungal capsules	med	medical
fungal chromosomes	med	medical
fungal dna	med	medical
fungal drug resistance	med	medical
fungal eye infections	med	medical
fungal fruiting bodies	med	medical
fungal gene expression regulation	med	medical
fungal genes	med	medical
fungal genome	med	medical
fungal genus humicola	med	medical
fungal genus venturia	med	medical
fungal lung diseases	med	medical
fungal meningitis	med	medical
fungal polysaccharides	med	medical
fungal proteins	med	medical
fungal rna	med	medical
fungal spores	med	medical
fungal structures	med	medical
fungal vaccines	med	medical
fungal viruses	med	medical
funnel chest	med	medical
fur seals	med	medical
furcation defects	med	medical
fusaric acid	med	medical
fused kidney	med	medical
fused teeth	med	medical
fushi tarazu transcription factors	med	medical
fusidic acid	med	medical
fusion oncogene proteins	med	medical
fusobacteriaceae infections	med	medical
fusobacterium infections	med	medical
fusobacterium necrophorum	med	medical
fusobacterium nucleatum	med	medical
fuzzy logic	med	medical
gaba agents	med	medical
gaba agonists	med	medical
